"salePointName","address","salePointCode","status","openHours__days","openHours__hours","rko","network","openHoursIndividual__days","openHoursIndividual__hours","officeType","salePointFormat","suoAvailability","hasRamp","latitude","longitude","metroStation","distance","kep","myBranch"
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Садовое кольцо» Филиала 7777 Банка ВТБ (ПАО)","119034, г. Москва, р-н Хамовники, б-р Зубовский, д. 27, стр. 1","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:30-20:00","нет","Прайм (РБ)","N","Y","55.736858","37.58889","Москва, Кольцевая линия, метро Парк культуры","2750","False","False"
"","","","","","","","","вт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","ср","09:30-20:00","","","","","","","","","",""
"","","","","","","","","чт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","пт","09:30-20:00","","","","","","","","","",""
"","","","","","","","","сб","09:30-16:00","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО Кредитный центр «Зубовский бульвар» Филиала № 7701 Банка ВТБ (ПАО)","119021, г. Москва, Зубовский бульвар, д. 27/26, стр. 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.736599","37.5881","Москва, Кольцевая линия, метро Парк культуры","2806","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО ЦИК «Площадь Победы» Филиала № 7701 Банка ВТБ (ПАО)","121170, г. Москва, площадь Победы, д.1, корп.Б","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.735596","37.519539","Москва, Калининско-Солнцевская линия, метро Парк Победы","6640","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","10:00-17:00","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Полянка» Филиала № 7701 Банка ВТБ (ПАО)","119180, г. Москва, ул. Большая Полянка, д. 30","","открытая","пн","10:00-19:00","есть РКО","","пн","10:00-19:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.734203","37.618866","Москва, Серпуховско-Тимирязевская линия, метро Полянка","2214","True","False"
"","","","","вт","10:00-19:00","","","вт","10:00-19:00","","","","","","","","","",""
"","","","","ср","10:00-19:00","","","ср","10:00-19:00","","","","","","","","","",""
"","","","","чт","10:00-19:00","","","чт","10:00-19:00","","","","","","","","","",""
"","","","","пт","10:00-18:00","","","пт","10:00-19:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Звенигородский» Филиала № 7701 Банка ВТБ (ПАО)","143180, Московская область, г. Звенигород, ул. Пролетарская, д.23 корп.2, офис 3","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-18:00","Да","Универсальный","Y","N","55.733501","36.853474","null","48057","False","False"
"","","","","вт","09:00-18:00","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «Воронцовский» Филиала в г. Москве","109147, г. Москва, ул. Воронцовская, д. 43, стр. 1","","открытая","пн","09:00-18:00","есть РКО","","Не обслуживает ФЛ","null","Да","Корпоративный","N","N","55.733055","37.664951","Москва, Люблинско-Дмитровская линия, метро Крестьянская Застава","3639","False","False"
"","","","","вт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","","","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","","","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","","","","","","","","","","","",""
"","","","","сб","выходной","","","","","","","","","","","","","",""
"","","","","вс","выходной","","","","","","","","","","","","","",""
"ДО ЦИК «Павелецкий» Филиала № 7701 Банка ВТБ (ПАО)","115054, г. Москва, ул. Бахрушина, д. 32, стр. 1","","открытая","пн","09:00-18:00","есть РКО","","пн","09:00-20:00","Да (Зона Привилегия)","Универсальный","Y","Y","55.731953","37.637085","Москва, Кольцевая линия, метро Павелецкая","2674","True","False"
"","","","","вт","09:00-18:00","","","вт","09:00-20:00","","","","","","","","","",""
"","","","","ср","09:00-18:00","","","ср","09:00-20:00","","","","","","","","","",""
"","","","","чт","09:00-18:00","","","чт","09:00-20:00","","","","","","","","","",""
"","","","","пт","09:00-17:00","","","пт","09:00-20:00","","","","","","","","","",""
"","","","","сб","выходной","","","сб","выходной","","","","","","","","","",""
"","","","","вс","выходной","","","вс","выходной","","","","","","","","","",""
"ДО «На Летниковской» Филиала № 7701 Банка ВТБ (ПАО)","115114, г. Москва, ул. Летниковская, д. 2, стр. 4","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","09:00-18:00","Да","Брокер","N","N","55.728008","37.643326","null","3236","False","False"
"","","","","","","","","вт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","ср","09:00-18:00","","","","","","","","","",""
"","","","","","","","","чт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","пт","09:00-18:00","","","","","","","","","",""
"","","","","","","","","сб","выходной","","","","","","","","","",""
"","","","","","","","","вс","выходной","","","","","","","","","",""
"ДО «На набережной» Филиала № 7701 Банка ВТБ (ПАО)","119146, г. Москва, Фрунзенская наб., д. 22/2, стр. 11","","открытая","Не обслуживает ЮЛ","null","нет РКО","","пн","10:00-19:00","закрытый доступ, находится в здании Министерства обороны РФ","Розничный (РБ)","N","N","55.727932","37.589718","null","3486","False","False"
"","","","","","","","","вт","10:00-19:00","","","","","","","","","",""
